QueryId,Query,Label
17372,ASKING ABOUT WEATHER (RAINFALL)REPORT IN HOOGHLY  DISTRICT,Weather
17371,maize leaf spot management,Plant Protection
17370,Asking about pudukkotai weather Report,Weather
17334,kisan rin mochan yojna ?,Weather
17369,TELL ME SOIL TESTING CONTECT DEPTT.,Weather
17367,TELL ME INSECT CONTROL IN ROSE,Plant Protection
17366,Plz give me weather information ?,Weather
17365,Leaf folder in paddy ?,Plant Protection
17364,Ask for kisan call center registration,Weather
17363,asked about Ear head bug in paddy,Weather
17362,Farmer need weather information of Rewa District of madhya pradesh.?,Weather
17361,Information regarding control of Yellow Rust in Wheat?,Cultural Practices
17360,Fruit borer in brinjal crop ?,Plant Protection
17359,Attack of caterpillar IN CHILLY?,Plant Protection
17368,TELL ME INSECT CONTROL IN ORANGE,Weather
17379,TELL ME ABOUT MSP IN GRAM ?,Market Information
17333,asking about perayur weather today,Weather
17331,insect promlem in bottle gourd ?,Plant Protection
17300,asking about ATTACK OF LEAF EATING CATERPILLAR in cotton  ?,Plant Protection
17299,fertilizer use of onion ?,Cultural Practices
17297,Information regarding to weather rohtak ?,Weather
17296,Asking about weed management in drum stick,Plant Protection
17295,ATTACK OF APHIDS ON COTTON  ?,Plant Protection
17294,Farmer needs information regarding weather for Berasia BLOCK of state madhya pradesh?,Weather
17292,ASKED ABOUT ATTACK OF THRIPS ON SOYBEAN ?,Plant Protection
17291,serso me urea ka spray,Government Schemes
17290,Asked About SMS Activation?,Government Schemes
17289,weed problem in empaty field ?,Weed Management
17288,SOWING TIME OF MOONG,Field Preparation
17287,TELL ME MASROOM CULTIVATION,Field Preparation
17286,information about paddy ....?,Plant Protection
17285,TELL ME CONTROL THRIPS IN CHILLI,Plant Protection
17284,asking about thrips control in groundnut,Plant Protection
17283,Information regarding about weather of Arki?,Plant Protection
17282,Asking about Groundnut weed management,Weather
17281,Information regarding to weather in KARNAL?,Weather
17280,Asked about spirulina web address details,Nutrient Management
17301,TELL ME ABOUT GROWTH IN CHILLI ?,Plant Protection
17302,Rust problem in wheat?,Plant Protection
17303,farmer want to know information about  how to increase growth and production of soybean?,Nutrient Management
17305,Farmer wants to know information about Weather forecasting for  ashoknagar district in Madhya Pradesh?,Weather
17328,YELLOWING IN ORANGE?,Nutrient Management
17327,Asking about Avinashi Tirupur today weather Report,Weather
17326,Asked about fruit borer control in bhendi,Plant Protection
17324,TELL ME MARKET RATE IN JIRA,Market Information
17322,TELL ME CONTROL OF YELLOW LEAF IN GROUNDNUT ?,Nutrient Management
17321,Farmer wants to know information about weather forecast of shujalpur at shajapur district?,Weather
17320,specing of okra cultivation ?,Plant Protection
17319,Farmer  wants  to know information about fertilizer MANAGEMENT in brinjal?,Cultural Practices
17318,INSECT PROBLEM IN LITCHI,Plant Protection
17332,asking about tuberose foliar application information,Nutrient Management
17317,Asking about marigold top dressing fertilizer management,Nutrient Management
17315,Asking about drum stick leaf marketing,Field Preparation
17314,aphid infestation in cowpea,Plant Protection
17313,INFORMATION OF SUGARCANE.....?,Plant Protection
17311,TELL ME WEATHER REPORT INALWAR,Weather
17310,weather infomation in jhashi ?,Weather
17309,Thinning problem in mango plant ......?,Cultural Practices
17308,Asking about control leaf miner in Ribbed gourd,Plant Protection
17307,Information regarding weather in hisar ?,Weather
17306,TELL ME INSECT IN GROUNDNUT,Plant Protection
17316,Weather information District Hathras....?,Weather
17380,PLANT PROTECTION OF CANE..?,Plant Protection
17381,Farmer want to  Weather Information of Your dewas District?,Weather
17382,"Information regarding control of Jassid, Aphids and Whitefly in Okra?",Cultural Practices
17452,"Attack of Aphids,Thrips and Jassids  IN BHINDI?",Plant Protection
17451,Farmer wants to know information about how to control sucking pest in wheat crop?,Plant Protection
17450,BENGAL GRAM ROOT ROT MANAGEMENT,Plant Protection
17449,asking about weather report west midnapur district,Weather
17448,information about weather of gonda ?,Weather
17447,TELL ME CONTROL OF DIE BACK IN LEMON ?,Plant Protection
17446,TELL ME DISEASE CONTROL IN JEERA ?,Plant Protection
17445,TELL ME MANDI BHAV OF GRAM IN BIKANER ?,Market Information
17444,asking abouit weather report,Weather
17443,Aphid IN WHEAT,Plant Protection
17442,YELLOWING OF LEAVES AND THEN LEAF FALL .SPRAY CABRIOTOP 4DAYS AGO BUT NO CONTROL,Plant Protection
17441,asking about tuberose top dressing fertilizer management,Fertilizer Use and Availability
17440,Information about subsidy on Sprinkler,Government Schemes
17439,Information Of Weather in Hatharas  ?,Weather
17438,farmer want to know about weather information for jaitpur tehshil shahdol district?,Weather
17437,weed management in paddy crop ...?,Weed Management
17436,information variety of green gram..?,Varieties
17435,TELL ME ABOUT MARKET RATE INFORMETION  ?,Market Information
17434,tell me SUBSIDY SPRINKLER,Market Information
17453,termite control management in sugarcane?,Cultural Practices
17454,FERTILIZER  APPLICATION IN WHEAT ?,Fertilizer Use and Availability
17455,fertilizer use of sugarcane?,Fertilizer Use and Availability
17456,TELL ME ABOUT INSECT CONTROL IN WHEAT ?,Plant Protection
17478,groth promoter of paddy crop  ?,Cultural Practices
17477,ATTACK OF WHITE GRUB--,Plant Protection
17476,Plz give me weather information ....?,Weather
17475,Information regarding weather in sonipat?,Weather
17473,Information regarding weather report of Fatehpur  ?,Weather
17472,TELL ME WEATHER REPORT IN HANUMANGH,Weather
17471,asking about Tiruvannamalai weather report,Weather
17470,TELL ME ABOUT WEED CONTROL IN CHILLIES,Cultural Practices
17469,Asking about Brinjal mealy bug control,Plant Protection
17433,TELL ME WEATHRR REPORT IN BHILWARA,Government Schemes
17468,information regarding the batter growth in wheat ?,Nutrient Management
17466,weed management in sugercane...?,Weed Management
17465,TELL ME INSECT CONTROL IN KINOWA,Plant Protection
17464,after a long treatment no benefits in tomato field?,Plant Protection
17463,farmer want to know about fungal attak of cotten crop?,Plant Protection
17462,Farmer want to know information about weather report,Weather
17460,Asking about Sowing season for Groundnut,Market Information
17459,farmer want to know information about weather of your satna district?,Weather
17458,Asking about Stem borer brown leaf spot management for paddy,Plant Protection
17457,varieties of beans,Plant Protection
17467,weather information in  meerut ?,Weather
17432,management in mentha  crop.,Nutrient Management
17430,farmer wants to weather information of chhindwara district?,Weather
17429,Weather information is asking,Weather
17402,asking about DRENCHING on jasmine flower ?,Nutrient Management
17401,Asking about sugarcane availability,Nutrient Management
17400,Asking about Control of Pink Bollworm of Cotton,Nutrient Management
17399,TELL ME PANT KRISHI BHAWNA,Field Preparation
17398,Farmer needs information regarding weather information for  dewas district of state Madhya pradesh?,Weather
17397,TELL ME CONTACT NUMBER HORTI DEPARTMENT ALWAR,Field Preparation
17396,TELL ME MARKET RATE IN METHI,Market Information
17395,asking about Groundnut market rate at Panruti (27.03.18),Market Information
17394,Asking about Foliar spray in papaya,Nutrient Management
17403,insect cantrol ?,Plant Protection
17393,Asked about Paddy basal fertilizer management,Fertilizer Use and Availability
17391,TELL ME SMS activation Process ?,Government Schemes
17390,asking about radish top dressing fertilizer management,Nutrient Management
17389,TELL ME ABOUT PEST CONTROL IN MOONG X,Plant Protection
17388,Asking about market price small onion,Market Information
17387,shoot borare insect in paddy crop?,Nutrient Management
17386,PADDY STEM ROT &STEM BORER MANAGEMENT,Plant Protection
17385,Farmer want to know information about weather forecasting for rajgarh dist?,Weather
17384,Asking about pruning information in amla,Cultural Practices
17383,Market information of safed musli.....?,Cultural Practices
17392,termite control in wheat crops..?,Plant Protection
17279,Black gram Insect problem ....?,Nutrient Management
17404,farmer want to know information about how to control sucking pest in  green gram crop?,Plant Protection
17406,TELL ME SUBSIDY IN SOLOUR ENERGY,Plant Protection
17428,insect problem in okra ...?,Plant Protection
17427,ASKED ABOUT BLIGHT ATTACK ?,Plant Protection
17426,TELL ME ABOUT INSECT CONTROL IN MUSK MELON,Plant Protection
17425,russeting in apple,Plant Protection
17424,farmer want to know information about how to control white fly in chillies?,Plant Protection
17422,tell me about the control of white grub in groundnut ?,Plant Protection
17421,Information regarding weather in Gurgaon ?,Weather
17420,Asking about foliar application in bitter gourd,Plant Protection
17419,WHAT HERBICIDE SHOULD USED IN ONION AT THE TIME OF TRANSPLANTING,Plant Protection
17405,first top dressing use fertilizer in paddy,Fertilizer Use and Availability
17418,Asking about Rust in groundnut,Plant Protection
17416,weather Information District Azamgarh.....?,Weather
17414,enquery about Adhaar link ?,Field Preparation
17413,Asking about Agricultural College & Research Institute phone number,Government Schemes
17412,flower dropping of citrus?,Plant Protection
17411,Asking about ripening in Sapota,Nutrient Management
17410,TELL ME VARIETY  OF TIL,Varieties
17409,Tell me about Weather information of lalaitpur?,Weather
17408,TELL ME APHID CONTROL IN cotton ?,Weather
17407,ASKING ABOUT CONTROL OF LEAF BLIGHT IN BRINJAL.,Plant Protection
17417,REGARDING THE RUST PROBLEM IN APPLE,Plant Protection
17278,insect control in banana ..?,Plant Protection
17277,Asking about sowing season ash gourd,Cultural Practices
17276,asked about white fly on cotton?,Plant Protection
17149,Tell me weather information...?,Cultural Practices
17148,ASKING ABOUT MARKET RATE of soybean  ?,Market Information
17147,TELL ME VARIETY OF CUCUMBER,Plant Protection
17145,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN URD,Plant Protection
17144,nutrient managamenet,Plant Protection
17143,asking about ATTACK OF SUCKING PEST on cotton ?,Nutrient Management
17142,"plz, tell me weather information for un?",Weather
17141,FERTILIZER USE,Fertilizer Use and Availability
17140,Asking about early leaf spot in groundnut,Nutrient Management
17139,TELL ME CONTROL OF DISEASE IN GUAVA ?,Plant Protection
17138,farmer want to know information about weather forecast in  dewas district?,Weather
17137,TELL ME DISEASE CONTROL IN CUMIN,Plant Protection
17136,TELL ME MICRO NUTRIENT MANAGEMENT IN CITRUS ?,Plant Protection
17135,Fettilizer Use Paddy crop...?,Fertilizer Use and Availability
17134,TELL ME FLOWER DROP CONTROL IN TOMATO ?,Plant Protection
17133,Asking about agri engineering department contact number,Nutrient Management
17132,tell me pest control in brinjal ?,Plant Protection
17131,asking about Ratoon sugarcane top dressing fertilizers management,Fertilizer Use and Availability
17130,Insect problem in sugarcane,Plant Protection
17150,farmer want to know information about How to control of fungal attack in capsicum crop?,Plant Protection
17151,asking about kisan credit card ?,Plant Protection
17152,Farmer needs information regarding weather forecast for  GUNA district?,Weather
17153,Farmer want to know information about Agriculture government schemes information?,Government Schemes
17174,TELL ME ABOUT ROOT ROT DIEASE CONTROL IN BHINDI ?,Plant Protection
17172,Asked about control of sucking pest attack in chilli crop ?,Plant Protection
17171,TELL ME ABOUT THE CONTROL OF INSECT IN PAPAYA ?,Plant Protection
17170,information for thrips insect in radish crop?,Nutrient Management
17169,information for nutriants in paddy crop?,Nutrient Management
17168,WEATHER INFRMATION,Weather
17167,How to control tobacco caterpillars in brinjal crop?,Plant Protection
17166,Fertilizer dose in wheat.....?,Fertilizer Use and Availability
17165,tell me control of insect in soyabean,Plant Protection
17129,Farmer needs information regarding govt. schemes?,Cultural Practices
17164,Asking about Chilies Gram caterpillar management,Plant Protection
17162,variety of mango ?,Plant Protection
17161,Information regarding weather of hodal ?,Weather
17160,Black spot appear in fruit ?,Plant Protection
17159,TELL ME ROOT ROT CONTROL IN CUMIN ?,Weather
17158,Asking about salem cocoon market rate,Market Information
17157,sowing time of maize..?,Cultural Practices
17156,Plant protection of papaya fruit ...?,Plant Protection
17155,ASKING ABOUT CONTROL OF NUTRIENT MANAGEMENT IN PADDY .,Nutrient Management
17154,Varieties of Pigeon pea,Varieties
17163,Weather forecasting for basoda district of Madhya Pradesh?,Weather
17128,Asking about zinc deficiency in paddy,Weather
17127,Asking about spacing for guava,Nutrient Management
17126,wether report,Weather
17099,Ground nut crop duration,Varieties
17098,farmer want to know information about weed management of paddy?,Weed Management
17097,TELL ME CONTROL OF DISEASE IN CUMIN,Plant Protection
17096,asking about stem borer management in Paddy,Plant Protection
17095,TELL ME  WEED CONTROL IN MOONG,Weed Management
17094,TELL ME FRUIT BORER CONTROL IN GUAVA ?,Plant Protection
17093,TELL ME APHID CONTROL In GROUNDNUT,Plant Protection
17092,ASKING ABOUT CONTROL OF FLOWER DROP IN OKRA.,Nutrient Management
17091,farmer wants to weather information of Nowgong subdistrict ?,Weather
17100,asking about Thrips management in brinjal,Plant Protection
17090,Farmer want to know information about weather forecasting in shahdol district?,Weather
17088,WATERMELON LEAF EATING CATERPILLER CONTROL,Plant Protection
17086,Asking about weed management in groundnut field,Weed Management
17085,Aphid problem in Urad crop.....?,Plant Protection
17084,Farmer need weather information of Naigarhi tahsil of madhya pradesh.?,Weather
17083,About IARI mela ?,Nutrient Management
17082,Information regarding to weather Hisar?,Weather
17081,D Composer Kaha Se milega ?,Government Schemes
17080,white rust disease problem in mustard,Plant Protection
17079,asking about Padappai ADA office contact number,Varieties
17089,Information regarding Weather report of Jaban ?,Cultural Practices
17175,Fruit and shoot borer in Brinjal ?,Cultural Practices
17101,TELL ME APHID CONTROL IN CITRUS,Plant Protection
17103,asking about Dharmapuri district today weather Report,Weather
17125,nutrient for paddy.....?,Nutrient Management
17124,SOIL TESTING LABORATERY,Fertilizer Use and Availability
17123,TELL ME CONTROL OF ROOT ROT IN BHINDI ?,Plant Protection
17122,Control for flower drop in mango plant ..?,Plant Protection
17121,Asking About Market Rate of GRAM in HINGOLI market?,Market Information
17119,cWeather information ?,Weather
17118,weed management of sugarcan ?,Weed Management
17117,asking about Attack of Fruit Borer on brinjal  ?,Plant Protection
17116,Asking about leaf miner in pumpkin,Plant Protection
17102,CONTACT BAO,Field Preparation
17115,Farmer need information regarding control measures of fungal attack in tometo crop?,Plant Protection
17113,TELL ME NO GROTH IN CABBAGE,Weather
17112,mashrumki training.. ?,Plant Protection
17111,farmer want to know information about weather forecasting of panna  ?,Weather
17110,information for root borare in sugarcane crop?,Nutrient Management
17109,Farmer need weather information of Shajapur tahsil of madhya pradesh.?,Weather
17108,asking about varieties of coriander,Plant Protection
17107,Asked for SMS activation ?,Market Information
17106,bahar treatment in pomegranate,Plant Protection
17105,Farmer wants to know information about how to control stem borer in sugarcane crop?,Plant Protection
17114,TELL ME CONTACT NO. RELATED TO MUSTARD PURCHASING ?,Market Information
17479,Ask about AAU Contact number (ATIC),Government Schemes
17176,Bakane Desease Paddy ?,Plant Protection
17178,how to control SUCKING  pest IN  soyabean crop ?,Plant Protection
17248,Tell me about Weather information of Chandauli?,Weather
17247,Asking about cocont spacing abnd planting information,Cultural Practices
17246,problem in Paddy?,Plant Protection
17245,weather of kulu ?,Field Preparation
17244,Farmer need weather information of Guna District of madhya pradesh.?,Weather
17243,information paddy ?,Fertilizer Use and Availability
17242,Asking about spacing for bitter gourd,Cultural Practices
17241,aphid control in chillies..?,Plant Protection
17240,white grub in Paddy ?,Plant Protection
17239,asking about papita ki kheti ?,Weather
17238,Farmer need information regarding Seed treatment in soybean crop?,Weed Management
17237,farmer want to know about weather information for rajnagar tehshil district?,Weather
17236,TELL ME INSECT CONTROL IN MOONG,Cultural Practices
17235,Weed Control in Maize Crop?,Weed Management
17234,Control of Stem borer in Paddy ?,Plant Protection
17232,Disease problem in Bottle gaurd crop.....?,Plant Protection
17231,asking about thiruvannamalai weather report,Market Information
17230,tell me about the control of insect in moong ?,Plant Protection
17229,TELL ME NO FRUIT IN KHAJUR,Plant Protection
17249,SPRAY FOR INCREASE FLOWER IN TUR?,Nutrient Management
17250,TELL ME ABOUT VARIETY OF BHINDI ?,Weather
17251,asking about gingelly duration,Cultural Practices
17252,"Asking about Sowing season , Variety and Spacing for Field Lab-Lab",Varieties
17274,late variety of black gram ..?,Varieties
17273,Asking about black gram season and variety,Varieties
17272,ASKING ABOUT THE CONTROL OF WHITE FLY IN CHILI.,Plant Protection
17271,how to improved growth in paddy  ?,Field Preparation
17270,Asked about  preventive measures for attack of boll worm on cotton ?,Plant Protection
17269,FOR CALLING KISAAN CALL CENTER,Varieties
17268,how to Control root rot in coriander ?,Cultural Practices
17267,Asking about Jasmine drip irrigation information,Cultural Practices
17266,Information regarding improved growth in paddy.,Cultural Practices
17228,TELL ME VARIETY OF  CORIANDER FOR GRREN LEAF ?,Varieties
17265,paddy zinc deficiency management,Nutrient Management
17262,weather information of haiderpur auraiya,Weather
17261,tell me mandi rate of gwar in jodhpur  ?,Market Information
17259,TELL ME INSECT CONTROL IN SUGERCANE ?,Plant Protection
17258,cotton mite damage management,Plant Protection
17257,farmer want to know information about  weather of biaora tehsil in rajgarh district ?,Weather
17256,Ask about pink ball warm in cotton,Weather
17255,Asking about Chinnasalem Maize market rate,Market Information
17254,PHYSIOLOGICAL DISEASE PROBLEM IN WHEAT,Cultural Practices
17253,information regarding how to control fungal diseases in okra plants ?,Cultural Practices
17264,TELL ME ABOUT CONTROL OF GREEN SEMILOOPERS IN SOYABEAN ?,Plant Protection
17227,varieties of sesame,Cultural Practices
17226,Asking about Weather report for veppanthattai,Weather
17225,weather of chanduli ?,Plant Protection
17198,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN LEMON ?,Plant Protection
17197,Farmer wants to  know information about weather of Your  dewas district ?,Weather
17196,WEED CONTROL IN SUGARCANE INFORMATION  ?,Weed Management
17195,TELL ME ROOT ROT IN GUAVA X,Plant Protection
17194,Disease problem in Tomato crop ...?,Plant Protection
17193,TELL ME ABOUT NUTRIENT MANAGEMENT IN WHEAT ?,Nutrient Management
17192,Asking about kanyakumari district rainfall information,Weather
17191,termite control in chillies crop ?,Plant Protection
17190,farmer want to know information about weather  in   neemach   dist. ?,Weather
17199,TELL ME ABOUT WHITE GRUBS CONTROL IN BAJRA ?,Plant Protection
17189,QUERY REGARDING FERTILISER DOSE IN TOMATO,Fertilizer Use and Availability
17187,FARMER WANTS TO INFORMATION ABOUT WEATHER FORECASTING IN Rajnandgaon DISTRICT?,Weather
17186,Asking about Grass hopper and Sucking pest management in paddy,Plant Protection
17185,micronutent ko kitana dale,Weather
17184,Zn deficiency management in paddy,Nutrient Management
17183,TELL ME DEAD HEART CONTROL IN MAIZE,Plant Protection
17182,Pod borar problem in Red gram...,Plant Protection
17181,TELL ME ABOUT INSECT CONTROL IN CUMIN ?,Plant Protection
17180,LEAF EATING CATERPILLER IN BOTTLE GOURD.,Plant Protection
17179,Nutrient management in sugarcane...?,Nutrient Management
17188,stem borer problem in sugarcane ?,Plant Protection
17177,asking about ATTACK OF LEAF EATING CATERPILLAR on cotton ?,Plant Protection
17200,fungal problem in papaya ?,Plant Protection
17202,"pls, tell me weather information for khair?",Weather
17224,TELL ME CONTROL OF FLOWER DROPPING GUAVA,Nutrient Management
17223,Information regarding how to control weeds in arand crop ?,Cultural Practices
17222,FARMER WANT TO KNOW HOW TO CONTROL FUNGAL ATTACK IN BOTTLE GOURD  CROP ?,Plant Protection
17221,Information regarding weather of bhiwani  ?,Weather
17220,asking about mealy bug management in guava,Plant Protection
17219,ridge gourd sucking pests management,Plant Protection
17218,asking about market price of paddy in panruti,Market Information
17217,tomato nutrient management,Nutrient Management
17216,Information regarding control of Cercospora leaf spot in cotton ?,Plant Protection
17201,TELL ME SOWING TIME OF MOONG,Field Preparation
17215,TELL ME CUTWORM CONTROL IN moong,Plant Protection
17213,information regarding control of aphid in wheat ?,Cultural Practices
17212,SPRAY FOR INCREASE FLOWER IN SOYBEAN?,Plant Protection
17210,information regarding to weather in mewat  ?,Weather
17209,insect cantrol magement in watermelon?,Plant Protection
17207,about asked weather  information,Plant Protection
17206,Information on chaff cutter..?,Weather
17205,Early shoot borer,Plant Protection
17204,Ask about Gernal information????? ???  ????????? ??? ???? ???? ???????,Weather
17203,Farmer needs information regarding weather  for        district of chhatishgarh state?,Cultural Practices
17214,ASKING ABOUT SEED RATE OF MAIZE.,Cultural Practices
17480,TELL ME  MANDI RATE OF  CUMIN,Plant Protection
17481,asked about phone no of trainig of sheli and mendhi palan,Market Information
17482,RUSSETING IN PEAR?,Plant Protection
17766,information of  weather..?,Weather
17765,information bout weather of mahoba ?,Weather
17764,Information regarding how to control Iron Deficiency in Paddy nursery?,Fertilizer Use and Availability
17763,GEHU ME SICHAI BALI ATE SAMAY KAR SAKTE HAIN...?,Weather
17762,Farmer needs information regarding for  ujjain dist. Of state madhya pradesh?,Weather
17761,soybean fertilizers spray,Fertilizer Use and Availability
17760,Farmer need information regarding verities of brinjal crop?,Cultural Practices
17759,TELL ME NUTRIENT MANAGEMENT IN ONION,Nutrient Management
17758,Asking about Azolla cultivation training details,Weather
17757,weed management in the paddy crops.....?,Weed Management
17756,farmer want to know information about weather forecast in Shajapur district?,Weather
17755,TELL ME ABOUT WEED CONTROL IN STENDING CROP O9F BAJRA,Weed Management
17754,Asking about how to decompose sugarcane leaves,Fertilizer Use and Availability
17753,TELL ME INSECT CONTROL OF POMEGRANATE,Plant Protection
17752,Leaf curl and yellow in appear ?,Plant Protection
17751,Varieties information in ash gourd?,Plant Protection
17750,TELL ME LAST IRRIGATION TIME IN WHEAT ?,Cultural Practices
17749,for more female flower in  pumpkin?,Cultural Practices
17748,TELL ME WEATHER INFORMATION OF JHUNJHUNU DIST,Field Preparation
17767,asking about  eight legged insect control in paddy,Plant Protection
17769,Farmer wants to know information about how to control sucking pest in BRINJAL crop?,Plant Protection
17770,Fertiliser dose for Paddy ?,Fertilizer Use and Availability
17771,TELL ME ABOUT  PEST CONTROL IN GROUNDNUT,Plant Protection
17794,Asking about Weed management for direct sowing paddy,Weed Management
17793,Farmer wants to know information about how to increase growth of soybean?,Plant Protection
17792,TELL ME ABOUT CCS HARYAN,Field Preparation
17791,Farmer wants to know information about weather his chhatarpur distt. ?,Weather
17790,Asking about lawn making grass availability information,Field Preparation
17789,ASKING ABOUT THE CONTROL OF WEEDS IN PADDY FIELD.,Weather
17788,leaf blight in paddy,Plant Protection
17787,Asking about Mango foliar application,Plant Protection
17785,tell me control of disease in moong,Plant Protection
17746,about DBT  information ?,Government Schemes
17784,information of weather,Weather
17782,irrigation managment in mango plants ?,Weather
17781,Asking about Tapioca setts availability,Cultural Practices
17780,asking about weather report for Mayiladuthurai,Weather
17779,mango tree knowledg,Plant Protection
17778,ATTACK OF LEAF EATING CATERPILLAR? ATTACK OF APHIDS ?,Plant Protection
17777,TELL ME NUTRIENT MANAGEMENT IN PALAK   ?,Nutrient Management
17774,Asking about Gangavalli cotton market rate,Market Information
17773,Farmer needs information regarding how to control sucking pest in onion  crop?,Plant Protection
17772,TELL ME APHID CONTROL IN SORGHUM ?,Plant Protection
17783,Asked about neck blast management in paddy,Plant Protection
17744,QUERY REGARDING TO INCREASE PRODUCTION IN LITCHI,Nutrient Management
17743,tell me VARIETY OF FODDER BAJRA,Varieties
17742,weather information of mehnagar azamgarh?,Weather
17712,SPRAY IN MANGO,Nutrient Management
17710,Asking about control weeds in Cotton,Weed Management
17709,Farmer need information regarding control measures of soil insect attack in wheat crop?,Plant Protection
17708,Weather forecasting for neemach district of Madhya Pradesh?,Weather
17707,YELLOWING OF LEAVE problem fungus,Field Preparation
17706,plant protection in the lemon.......?,Plant Protection
17705,information sugarcane  ?,Weed Management
17704,TELL ME ABOUT PEST CONTROL IN GUAVA ?,Plant Protection
17702,TELL ME WEED CONTROL IN PADDY,Weed Management
17713,ASKED ABOUT ATTACK OF ATTACK WHITE FLY ?,Plant Protection
17701,weather information paraspur gonda?,Weather
17699,TELL ME ABOUT INSECT CONTROL IN GARLIC ?,Plant Protection
17698,information regarding how to control fruit borer in brinjal crop ?,Plant Protection
17697,APHID CONTROL,Plant Protection
17696,CONTROL OF FOOT ROT IN BHINDI,Plant Protection
17695,Information regarding Deficiency of Zinc Sulphate in paddy m,Cultural Practices
17694,About weather information dist sultanpur?,Weather
17693,Ask about larvae + sucking pests,Cultural Practices
17692,Farmer needs information regarding Dieback and fruit rot fungal attack in capsicum crop?,Plant Protection
17691,how to control SUCKING IN soybeen ?,Weather
17700,Root weevil insect problem in paddy crop...?,Plant Protection
17795,Regarding Problem of Mite In Apple Tree?,Plant Protection
17715,TELL ME CONTROL OF ROOT ROT IN ISABGOL,Plant Protection
17718,asking about blackgram blue butterfly management,Plant Protection
17741,"Plz, Give me weather information in jaunpur district mungra badshahpur ?",Weather
17740,Termite problem in sugarcane ?,Plant Protection
17739,weed problem in sugarcane ?,Weed Management
17738,TELL ME WEED CONTROL IN GRAM,Weed Management
17737,Weather information of Banda ?,Weather
17736,About paddy crop ?,Cultural Practices
17735,"pls, tell me weather information for mathura?",Weather
17734,TELL  ME APHID CONTROL IN GUAR ?,Plant Protection
17732,Information regarding weather in Naraingarh?,Weather
17716,farmer want to know about How to control tobacco caterpillars in bengal gram crop?,Plant Protection
17730,Plant protection in Fennel crop.....?,Plant Protection
17728,TELL ME YELLOWING CONTROL IN METHI,Plant Protection
17727,TELL ME irrigation in Isabgol,Cultural Practices
17726,WEED MANAGEMENT IN SOYABEAN ?,Fertilizer Use and Availability
17724,Information regarding plant growth promoter in tomato?,Plant Protection
17723,ask about herbicide effect control,Fertilizer Use and Availability
17722,TELL ME ABOUT OF INSECT CONTROL IN SOYABEAN ?,Plant Protection
17721,TELL ME LEAF CURL CONTROL IN CHIILI ?,Plant Protection
17720,weed infestation in mint,Plant Protection
17719,insect control in sugarcane..?,Field Preparation
17729,INFORMATION REGARDING CONTROL OF NEMATODE IN PADDY?,Cultural Practices
17690,TERMITE CONTROL IN PADDY CROP..........?,Plant Protection
17796,Farmer wants to weather information of Your dewas district ?,Weather
17798,WEED MANAGEMENT IN COTTON AT 15 DAYS CROP,Weed Management
17870,ASKING ABOUT PROBLEM IN GRAM CROP,Fertilizer Use and Availability
17868,TELL ME LATE BLIGHT CONTROL IN POTATO ?,Plant Protection
17867,Farmer wants to know information about How to control caterpillars in soybean  crop?,Plant Protection
17866,How to prevent fungal diseases in gram ?,Field Preparation
17865,Farmer wants  to  know information about  weather  of balod district?,Weather
17864,How to control aphids in chillies ?,Plant Protection
17862,TELL ME NUTRIENT MANAGMENT IN BAJRA ?,Nutrient Management
17861,Information regarding to Weather sirsa ?,Weather
17859,ALTERNARIA SPOTS IN APPLE?,Plant Protection
17858,farmer want to know information about variety of urd bean ?,Varieties
17857,ASKING ABOUT THE CONTROL OF GALL MIDGE IN PADDY,Plant Protection
17856,CONTROL  OF LEAF CURL IN TOMATO.,Plant Protection
17855,SUNDI CONTROL IN WHEAT  ?,Cultural Practices
17854,Farmer need weather information of ashokanagar district of madhya pradesh ?,Weather
17853,asking  about thoothukudi today weather Report,Weather
17852,Weather information of Bareilly    ?,Weather
17851,INFORMATION REGARDING MANDI RATE OF DIFFERENT CROPS ?,Market Information
17850,CONTROL OF SUCKING INSECT IN POINTED GOURD.,Plant Protection
17849,"pls, tell me weather information for bisalpur?",Weather
17871,Farmer wants to know information about weather in sheopur kala   dist.?,Weather
17872,How to control of fungal diesese in paddy crop ?,Plant Protection
17873,asked about Dindigul weather Report,Nutrient Management
17875,TELL ME VARIETY OG MOONG,Varieties
17895,Nutrient management in banana..?,Nutrient Management
17894,Plant Protection in Bottle Gourd...?,Plant Protection
17893,nutrient management in brinjal crop.........?,Nutrient Management
17892,asking about Paddy (ADT 37) market rate at villupuram,Market Information
17891,Farmer need weather information of your ashoknagar district of madhya pradesh ?,Weather
17890,ASKING ABOUT shoot borer in brinjal,Plant Protection
17889,TELL M E CONTROL WILT IN GUAVA,Weather
17888,Weather forecasting for ratlam district of Madhya Pradesh?,Weather
17887,Farmer needs information regarding weather  for Chhuikhadan block rajnandgaon district of chhatishgarh state?,Weather
17848,information regarding how to control thirps in moong ?,Cultural Practices
17886,CONTROL OF SEMI LOOPER IN GRAM,Plant Protection
17884,Asking about paddy BPT 5204 duration (Days),Cultural Practices
17883,Sucking pest problem in lab lab?,Plant Protection
17882,PROBLEM OF RAT IN PADDY,Plant Protection
17881,chilli sucking pest managment,Plant Protection
17880,Information regarding how to improve growth in SUGARCANE?,Fertilizer Use and Availability
